episode,steps,total_reward,avg_reward,epsilon,avg_loss,r_detection,r_false_positive,r_throughput,r_latency,r_stability,action_0_pct,action_1_pct,action_2_pct,action_3_pct,buffer_size,wall_time_s
380,200,76.144139,0.380721,0.05,0.526457,0.6457,-0.0084,0.5827,0.5675,-0.196,2.0,36.5,23.5,38.0,76000,23.09
381,200,67.910649,0.339553,0.05,0.612525,0.5825,-0.0043,0.5036,0.5021,-0.181,9.5,6.0,39.0,45.5,76200,22.85
382,200,72.362621,0.361813,0.05,1.001135,0.5921,-0.0092,0.5879,0.5879,-0.197,1.5,22.5,49.5,26.5,76400,22.79
383,200,74.679781,0.373399,0.05,0.839017,0.6031,-0.0156,0.6111,0.6257,-0.182,9.0,54.0,13.0,24.0,76600,23.84
384,200,74.932566,0.374663,0.05,0.521495,0.6341,-0.0109,0.5676,0.5749,-0.189,5.5,47.0,21.5,26.0,76800,22.2
385,200,56.752286,0.283761,0.05,0.904212,0.3701,-0.0133,0.6127,0.6104,-0.139,30.5,25.5,42.5,1.5,77000,23.3
386,200,82.364757,0.411824,0.05,0.676469,0.7342,-0.0048,0.5522,0.5542,-0.189,5.5,31.0,30.0,33.5,77200,23.67
387,200,71.968246,0.359841,0.05,0.765362,0.5804,-0.0054,0.5895,0.6042,-0.198,1.0,15.5,41.5,42.0,77400,22.55
388,200,70.40917,0.352046,0.05,0.573945,0.6,-0.0067,0.5147,0.5352,-0.17,15.0,36.0,22.5,26.5,77600,22.56
389,200,81.024837,0.405124,0.05,0.794416,0.7278,-0.0046,0.5288,0.5544,-0.196,2.0,61.5,29.0,7.5,77800,22.71
390,200,67.582499,0.337912,0.05,0.613411,0.564,-0.0136,0.5286,0.5433,-0.179,10.5,29.0,16.5,44.0,78000,22.99
391,200,65.311687,0.326558,0.05,0.609847,0.5495,-0.0034,0.4806,0.4904,-0.135,32.5,33.5,12.5,21.5,78200,23.12
392,200,69.107678,0.345538,0.05,0.801331,0.588,-0.0114,0.5301,0.5347,-0.198,1.0,24.5,26.0,48.5,78400,23.05
393,200,66.517658,0.332588,0.05,1.082417,0.5198,-0.0044,0.553,0.5844,-0.156,22.0,31.5,22.5,24.0,78600,23.07
394,200,71.811879,0.359059,0.05,0.549144,0.6448,-0.0062,0.495,0.4773,-0.193,3.5,28.0,41.0,27.5,78800,22.8
395,200,74.465156,0.372326,0.05,0.733834,0.6604,-0.0044,0.5138,0.5112,-0.189,5.5,25.5,47.0,22.0,79000,23.47
396,200,68.029428,0.340147,0.05,0.69501,0.5036,-0.0215,0.6438,0.6521,-0.177,11.5,67.5,4.0,17.0,79200,22.66
397,200,68.717751,0.343589,0.05,0.575429,0.5937,-0.0096,0.4938,0.5165,-0.172,14.0,39.5,30.5,16.0,79400,23.26
398,200,75.414206,0.377071,0.05,0.445281,0.6189,-0.0178,0.6069,0.628,-0.199,0.5,74.0,15.0,10.5,79600,23.41
399,200,81.561196,0.407806,0.05,0.707463,0.6976,-0.0059,0.5894,0.6106,-0.192,4.0,44.5,18.5,33.0,79800,22.68
400,200,74.389617,0.371948,0.05,0.483418,0.5814,-0.0043,0.6252,0.6286,-0.162,19.0,19.5,30.0,31.5,80000,22.65
401,200,74.531592,0.372658,0.05,0.610512,0.682,-0.0077,0.4804,0.4952,-0.198,1.0,33.5,21.5,44.0,80200,24.2
402,200,78.88827,0.394441,0.05,1.141017,0.6868,-0.0038,0.5522,0.5775,-0.199,0.5,22.0,46.0,31.5,80400,22.97
403,200,71.228426,0.356142,0.05,0.542869,0.7212,-0.0114,0.3519,0.3735,-0.196,2.0,46.5,7.5,44.0,80600,22.77
404,200,61.545724,0.307729,0.05,0.686508,0.4866,-0.0144,0.5302,0.5287,-0.157,21.5,54.5,15.0,9.0,80800,22.76
405,200,60.198319,0.300992,0.05,1.024769,0.4816,-0.0072,0.4935,0.5072,-0.146,27.0,30.5,31.0,11.5,81000,23.25
406,200,76.112197,0.380561,0.05,0.804781,0.6292,-0.0053,0.5974,0.5898,-0.184,8.0,20.0,30.0,42.0,81200,23.13
407,200,70.304857,0.351524,0.05,0.52099,0.6302,-0.0093,0.481,0.4871,-0.191,4.5,41.0,39.5,15.0,81400,22.82
408,200,73.918243,0.369591,0.05,0.846677,0.5773,-0.0097,0.6361,0.6396,-0.183,8.5,29.5,31.5,30.5,81600,22.83
409,200,68.93856,0.344693,0.05,0.759221,0.5904,-0.0111,0.5133,0.527,-0.184,8.0,46.0,20.5,25.5,81800,23.84
410,200,63.369079,0.316845,0.05,0.75091,0.4927,-0.0141,0.5567,0.5737,-0.176,12.0,26.5,8.5,53.0,82000,23.47
411,200,66.991302,0.334957,0.05,0.907955,0.5661,-0.0062,0.5026,0.5199,-0.173,13.5,29.0,33.0,24.5,82200,22.53
412,200,70.968628,0.354843,0.05,0.715445,0.6178,-0.0151,0.5216,0.5275,-0.195,2.5,56.5,14.0,27.0,82400,23.51
413,200,72.771505,0.363858,0.05,0.580959,0.6328,-0.0042,0.5143,0.5283,-0.182,9.0,9.0,52.0,30.0,82600,23.18
414,200,74.135928,0.37068,0.05,0.644085,0.6352,-0.0142,0.5563,0.5559,-0.189,5.5,56.5,1.0,37.0,82800,23.89
415,200,70.493531,0.352468,0.05,0.790296,0.6671,-0.0063,0.4136,0.4277,-0.176,12.0,60.5,2.5,25.0,83000,22.37
416,200,72.720416,0.363602,0.05,0.837433,0.6412,-0.0046,0.4944,0.5112,-0.17,15.0,40.5,29.5,15.0,83200,22.55
417,200,73.909291,0.369546,0.05,0.857748,0.6716,-0.0064,0.4869,0.49,-0.195,2.5,14.0,32.5,51.0,83400,23.71
418,200,63.319586,0.316598,0.05,0.970742,0.5512,-0.0118,0.4705,0.4651,-0.18,10.0,50.5,18.0,21.5,83600,23.45
419,200,70.456202,0.352281,0.05,0.448875,0.55,-0.0139,0.6143,0.6182,-0.182,9.0,34.5,7.5,49.0,83800,21.78
420,200,71.145348,0.355727,0.05,0.444105,0.5949,-0.0143,0.564,0.5496,-0.182,9.0,65.5,12.5,13.0,84000,23.04
421,200,79.477804,0.397389,0.05,0.948321,0.7026,-0.0057,0.5459,0.5569,-0.198,1.0,30.0,19.0,50.0,84200,23.07
422,200,75.549487,0.377747,0.05,0.674614,0.6114,-0.0128,0.6246,0.6248,-0.198,1.0,35.0,19.5,44.5,84400,23.3
423,200,68.334914,0.341675,0.05,0.890124,0.5231,-0.0162,0.6244,0.6212,-0.193,3.5,34.0,18.0,44.5,84600,22.52
424,200,76.674054,0.38337,0.05,0.713303,0.7147,-0.0089,0.4756,0.481,-0.197,1.5,41.0,32.0,25.5,84800,22.55
425,200,75.04137,0.375207,0.05,0.459472,0.5965,-0.0082,0.6251,0.6417,-0.193,3.5,32.5,38.0,26.0,85000,23.26
426,200,69.851603,0.349258,0.05,0.668055,0.5977,-0.0162,0.5338,0.5383,-0.197,1.5,41.0,19.5,38.0,85200,23.48
427,200,83.471091,0.417355,0.05,0.81078,0.7376,-0.0089,0.5731,0.5837,-0.198,1.0,65.0,16.0,18.0,85400,22.63
428,200,74.941569,0.374708,0.05,0.666656,0.661,-0.0058,0.5125,0.5289,-0.18,10.0,35.5,42.5,12.0,85600,22.79
429,200,74.50576,0.372529,0.05,0.844683,0.6334,-0.0163,0.5719,0.5704,-0.196,2.0,65.5,19.0,13.5,85800,23.16
430,200,60.353879,0.301769,0.05,0.920398,0.4573,-0.008,0.5358,0.5418,-0.137,31.5,22.5,26.5,19.5,86000,23.79
431,200,71.627657,0.358138,0.05,0.799478,0.6118,-0.0092,0.538,0.5443,-0.194,3.0,20.5,30.0,46.5,86200,22.77
432,200,80.430734,0.402154,0.05,0.473934,0.724,-0.0024,0.5267,0.5253,-0.184,8.0,27.5,37.5,27.0,86400,22.02
433,200,76.63919,0.383196,0.05,0.850865,0.7058,-0.0043,0.4801,0.4983,-0.199,0.5,34.5,37.0,28.0,86600,24.11
434,200,74.659417,0.373297,0.05,0.702574,0.6394,-0.0103,0.5533,0.5683,-0.197,1.5,49.0,37.5,12.0,86800,22.8
435,200,74.195528,0.370978,0.05,0.716357,0.6436,-0.0122,0.552,0.5362,-0.198,1.0,50.5,31.5,17.0,87000,23.01
436,200,72.200346,0.361002,0.05,0.844507,0.5386,-0.0138,0.6587,0.676,-0.174,13.0,45.0,18.5,23.5,87200,22.74
437,200,73.319785,0.366599,0.05,0.639875,0.5951,-0.0099,0.597,0.6147,-0.2,0.0,38.5,43.0,18.5,87400,23.73
438,200,74.993203,0.374966,0.05,0.946309,0.5983,-0.0127,0.6317,0.6396,-0.199,0.5,49.5,46.5,3.5,87600,23.02
439,200,74.126642,0.370633,0.05,0.588037,0.6746,-0.0028,0.4698,0.4863,-0.176,12.0,22.0,29.5,36.5,87800,22.09
440,200,60.600841,0.303004,0.05,0.787585,0.497,-0.0061,0.4807,0.4895,-0.153,23.5,31.5,24.0,21.0,88000,22.68
441,200,78.550757,0.392754,0.05,0.830896,0.6646,-0.0096,0.594,0.5883,-0.186,7.0,36.5,12.5,44.0,88200,23.7
442,200,67.170167,0.335851,0.05,0.675585,0.4932,-0.0071,0.6226,0.6543,-0.185,7.5,10.0,36.0,46.5,88400,22.96
443,200,65.490227,0.327451,0.05,0.774903,0.4524,-0.0031,0.6424,0.657,-0.148,26.0,11.5,22.5,40.0,88600,23.34
444,200,78.091204,0.390456,0.05,0.646102,0.7426,-0.0104,0.4618,0.4623,-0.195,2.5,31.5,9.0,57.0,88800,21.76
445,200,77.604105,0.388021,0.05,0.561514,0.7141,-0.0096,0.4965,0.5022,-0.199,0.5,43.0,15.5,41.0,89000,23.42
446,200,82.419026,0.412095,0.05,0.876667,0.7232,-0.0051,0.5624,0.5731,-0.176,12.0,44.5,3.5,40.0,89200,22.84
447,200,77.923839,0.389619,0.05,0.939742,0.6888,-0.0146,0.5451,0.5536,-0.194,3.0,75.0,1.5,20.5,89400,23.05
448,200,68.490957,0.342455,0.05,0.685224,0.5498,-0.0048,0.5714,0.5531,-0.173,13.5,17.5,49.0,20.0,89600,23.21
449,200,59.07509,0.295375,0.05,0.595322,0.4265,-0.0148,0.5714,0.5766,-0.149,25.5,32.5,17.0,25.0,89800,23.01
450,200,70.558605,0.352793,0.05,0.549243,0.6032,-0.0159,0.532,0.552,-0.195,2.5,54.5,16.5,26.5,90000,23.11
451,200,65.840189,0.329201,0.05,1.233523,0.5356,-0.0049,0.5205,0.537,-0.156,22.0,20.0,23.0,35.0,90200,23.11
452,200,80.824745,0.404124,0.05,0.511252,0.7004,-0.0025,0.5702,0.5747,-0.184,8.0,48.0,8.0,36.0,90400,22.86
453,200,71.905009,0.359525,0.05,0.50049,0.6375,-0.0169,0.5149,0.5103,-0.195,2.5,46.0,19.5,32.0,90600,23.52
454,200,76.3232,0.381616,0.05,0.754613,0.5968,-0.004,0.6393,0.6609,-0.181,9.5,14.5,35.0,41.0,90800,22.52
455,200,74.89022,0.374451,0.05,0.356733,0.6149,-0.0044,0.5852,0.5913,-0.173,13.5,34.0,24.0,28.5,91000,22.86
456,200,56.057014,0.280285,0.05,0.803761,0.3912,-0.0182,0.5781,0.5726,-0.156,22.0,28.0,14.0,36.0,91200,23.16
457,200,71.913624,0.359568,0.05,0.509276,0.511,-0.0076,0.7019,0.7048,-0.187,6.5,21.0,38.0,34.5,91400,22.94
458,200,63.99032,0.319952,0.05,0.81077,0.5409,-0.0112,0.495,0.5185,-0.197,1.5,27.0,44.5,27.0,91600,22.63
459,200,75.992915,0.379965,0.05,0.710901,0.669,-0.0077,0.5334,0.5388,-0.196,2.0,33.5,22.0,42.5,91800,21.57
460,200,81.368848,0.406844,0.05,1.114115,0.6582,-0.0073,0.6562,0.6676,-0.198,1.0,42.5,35.0,21.5,92000,22.57
461,200,78.408053,0.39204,0.05,0.767948,0.6761,-0.0117,0.5704,0.5857,-0.196,2.0,49.5,24.5,24.0,92200,22.23
462,200,72.13744,0.360687,0.05,0.87278,0.6286,-0.0097,0.5222,0.5224,-0.189,5.5,35.0,18.0,41.5,92400,21.77
463,200,79.776739,0.398884,0.05,0.686959,0.7033,-0.0109,0.554,0.5637,-0.192,4.0,42.5,9.5,44.0,92600,22.39
464,200,57.884738,0.289424,0.05,0.728804,0.4485,-0.0106,0.5174,0.5184,-0.168,16.0,21.0,40.5,22.5,92800,21.79
465,200,65.306712,0.326534,0.05,0.714494,0.487,-0.0133,0.6085,0.6229,-0.185,7.5,17.0,20.5,55.0,93000,22.22
466,200,70.738836,0.353694,0.05,0.591018,0.6294,-0.0122,0.4966,0.4998,-0.195,2.5,19.0,38.5,40.0,93200,21.85
467,200,72.330281,0.361651,0.05,0.748554,0.6114,-0.0086,0.543,0.563,-0.185,7.5,39.5,6.5,46.5,93400,22.35
468,200,72.943417,0.364717,0.05,0.719162,0.5618,-0.0056,0.6359,0.6349,-0.175,12.5,25.5,21.0,41.0,93600,22.52
469,200,74.75459,0.373773,0.05,1.028355,0.6693,-0.0019,0.5051,0.4904,-0.183,8.5,6.5,37.5,47.5,93800,22.22
470,200,76.02456,0.380123,0.05,0.573561,0.665,-0.0054,0.5317,0.5523,-0.195,2.5,22.5,38.0,37.0,94000,21.92
471,200,59.650675,0.298253,0.05,0.735572,0.5383,-0.0083,0.3949,0.4137,-0.156,22.0,24.0,17.0,37.0,94200,21.66
472,200,78.032109,0.390161,0.05,0.8329,0.6183,-0.0127,0.6569,0.6549,-0.18,10.0,49.5,30.5,10.0,94400,22.97
473,200,70.25146,0.351257,0.05,0.697489,0.5841,-0.0129,0.5635,0.5602,-0.197,1.5,23.5,34.5,40.5,94600,22.71
474,200,68.729458,0.343647,0.05,0.410103,0.5452,-0.0086,0.5737,0.5987,-0.182,9.0,20.5,20.5,50.0,94800,22.16
475,200,68.609078,0.343045,0.05,0.858959,0.6108,-0.0083,0.4674,0.4789,-0.172,14.0,26.5,16.5,43.0,95000,21.67
476,200,76.136038,0.38068,0.05,0.974475,0.6603,-0.0098,0.5516,0.5595,-0.197,1.5,37.5,24.5,36.5,95200,22.5
477,200,67.584752,0.337924,0.05,0.943477,0.5725,-0.0078,0.5003,0.5372,-0.179,10.5,31.5,37.0,21.0,95400,21.22
478,200,68.575979,0.34288,0.05,1.007104,0.5721,-0.0109,0.5381,0.5607,-0.2,0.0,40.0,58.5,1.5,95600,21.85
479,200,77.70542,0.388527,0.05,0.479583,0.662,-0.0076,0.5733,0.5944,-0.198,1.0,53.0,14.5,31.5,95800,22.28
480,200,83.220178,0.416101,0.05,0.911453,0.7239,-0.0063,0.5987,0.5781,-0.195,2.5,31.5,35.5,30.5,96000,22.05
481,200,68.266758,0.341334,0.05,1.025556,0.6475,-0.0128,0.4116,0.4341,-0.196,2.0,66.5,30.5,1.0,96200,21.8
482,200,75.734461,0.378672,0.05,0.683074,0.6868,-0.0039,0.4843,0.5129,-0.19,5.0,29.5,58.0,7.5,96400,21.81
483,200,74.531671,0.372658,0.05,0.677782,0.5964,-0.0165,0.6206,0.6314,-0.18,10.0,69.5,10.0,10.5,96600,21.85
484,200,72.452455,0.362262,0.05,0.642548,0.6276,-0.0057,0.5131,0.5319,-0.175,12.5,41.0,11.0,35.5,96800,21.54
485,200,61.73934,0.308697,0.05,0.667942,0.4738,-0.0117,0.5482,0.5646,-0.166,17.0,16.0,19.5,47.5,97000,22.55
486,200,75.915464,0.379577,0.05,0.584389,0.6877,-0.0042,0.4901,0.5013,-0.181,9.5,32.5,14.5,43.5,97200,21.86
487,200,77.361357,0.386807,0.05,0.724336,0.7249,-0.0057,0.4682,0.4786,-0.198,1.0,29.5,29.0,40.5,97400,21.63
488,200,65.842699,0.329213,0.05,0.582203,0.5768,-0.0146,0.485,0.4931,-0.199,0.5,36.5,35.0,28.0,97600,22.54
489,200,54.627988,0.27314,0.05,0.739246,0.4522,-0.0108,0.4269,0.4464,-0.137,31.5,38.5,18.5,11.5,97800,22.11
490,200,67.374703,0.336874,0.05,0.542361,0.5312,-0.0198,0.5882,0.5973,-0.186,7.0,59.5,10.0,23.5,98000,22.51
491,200,79.684357,0.398422,0.05,0.914613,0.7276,-0.0073,0.5126,0.5191,-0.196,2.0,45.5,22.0,30.5,98200,22.12
492,200,77.502235,0.387511,0.05,0.781145,0.6158,-0.0147,0.6627,0.6468,-0.192,4.0,45.0,20.5,30.5,98400,22.21
493,200,74.458077,0.37229,0.05,0.896835,0.6097,-0.0164,0.6048,0.6169,-0.199,0.5,56.5,2.0,41.0,98600,22.77
494,200,72.333958,0.36167,0.05,0.861337,0.6964,-0.0066,0.406,0.4226,-0.184,8.0,31.5,15.5,45.0,98800,21.91
495,200,69.396841,0.346984,0.05,0.953651,0.5603,-0.0094,0.5598,0.5723,-0.16,20.0,50.5,3.0,26.5,99000,21.75
496,200,70.207858,0.351039,0.05,0.707079,0.5933,-0.0066,0.5257,0.5411,-0.176,12.0,32.5,25.0,30.5,99200,22.4
497,200,59.620833,0.298104,0.05,1.170623,0.4066,-0.0204,0.637,0.6311,-0.181,9.5,20.5,16.5,53.5,99400,22.34
498,200,74.970664,0.374853,0.05,1.185322,0.6112,-0.0082,0.599,0.6218,-0.196,2.0,23.0,36.0,39.0,99600,22.1
499,200,75.078697,0.375393,0.05,0.804047,0.6985,-0.0043,0.4549,0.4735,-0.185,7.5,36.5,22.5,33.5,99800,22.16
500,200,72.091807,0.360459,0.05,0.685892,0.6635,-0.0048,0.46,0.4677,-0.195,2.5,12.0,61.5,24.0,100000,22.29
